date,confiance,paris,succes,gains,profit,strategie
2023-11-04,Moyen,8,5,8.7,0.6999999999999993,PLACE
2023-11-05,FORT,31,24,38.9,7.899999999999999,PLACE
2023-11-05,Moyen,41,19,59.1,18.1,PLACE
2023-11-06,FORT,16,10,12.6,-3.4000000000000004,PLACE
2023-11-06,Moyen,23,10,18.2,-4.800000000000001,PLACE
2023-11-07,FORT,15,9,16.8,1.8000000000000007,PLACE
2023-11-07,Moyen,17,8,16.0,-1.0,PLACE
2023-11-08,FORT,18,15,23.55,5.550000000000001,PLACE
2023-11-08,Moyen,7,3,6.6,-0.40000000000000036,PLACE
2023-11-09,FORT,17,15,26.6,9.600000000000001,PLACE
2023-11-09,Moyen,7,2,6.199999999999999,-0.8000000000000007,PLACE
2023-11-10,FORT,26,18,30.9,4.899999999999999,PLACE
2023-11-10,Moyen,17,8,17.8,0.8000000000000007,PLACE
2023-11-11,FORT,41,33,61.35,20.35,PLACE
2023-11-11,Moyen,33,12,31.3,-1.6999999999999993,PLACE
2023-11-12,FORT,28,21,30.75,2.75,PLACE
2023-11-12,Moyen,21,10,20.6,-0.3999999999999986,PLACE
2023-11-13,FORT,13,9,18.9,5.899999999999999,PLACE
2023-11-13,Moyen,20,13,26.7,6.699999999999999,PLACE
2023-11-14,FORT,16,12,19.7,3.6999999999999993,PLACE
2023-11-14,Moyen,17,6,13.2,-3.8000000000000007,PLACE
2023-11-15,FORT,32,23,36.0,4.0,PLACE
2023-11-15,Moyen,12,8,22.3,10.3,PLACE
2023-11-16,FORT,17,14,18.2,1.1999999999999993,PLACE
2023-11-16,Moyen,10,7,13.299999999999999,3.299999999999999,PLACE
2023-11-17,FORT,24,15,25.7,1.6999999999999993,PLACE
2023-11-17,Moyen,17,9,19.3,2.3000000000000007,PLACE
2023-11-18,FORT,18,14,20.8,2.8000000000000007,PLACE
2023-11-18,Moyen,14,4,9.4,-4.6,PLACE
2023-11-19,FORT,45,30,54.3,9.299999999999997,PLACE
2023-11-19,Moyen,33,17,39.1,6.100000000000001,PLACE
2023-11-20,FORT,22,16,23.9,1.8999999999999986,PLACE
2023-11-20,Moyen,13,5,9.2,-3.8000000000000007,PLACE
2023-11-21,FORT,10,6,10.9,0.9000000000000004,PLACE
2023-11-21,Moyen,14,9,22.1,8.100000000000001,PLACE
2023-11-22,FORT,21,14,22.1,1.1000000000000014,PLACE
2023-11-22,Moyen,10,5,11.0,1.0,PLACE
2023-11-23,FORT,18,15,22.95,4.949999999999999,PLACE
2023-11-23,Moyen,7,4,7.1000000000000005,0.10000000000000053,PLACE
2023-11-24,FORT,17,12,17.8,0.8000000000000007,PLACE
2023-11-24,Moyen,15,8,15.3,0.3000000000000007,PLACE
2023-11-25,FORT,26,17,29.099999999999998,3.099999999999998,PLACE
2023-11-25,Moyen,6,3,4.6,-1.4000000000000004,PLACE
2023-11-26,FORT,42,32,55.85,13.850000000000001,PLACE
2023-11-26,Moyen,50,23,61.8,11.799999999999997,PLACE
2023-11-27,FORT,19,13,19.1,0.10000000000000142,PLACE
2023-11-27,Moyen,11,3,7.0,-4.0,PLACE
2023-11-28,FORT,14,10,15.1,1.0999999999999996,PLACE
2023-11-28,Moyen,10,3,5.1,-4.9,PLACE
2023-11-29,FORT,16,12,20.5,4.5,PLACE
2023-11-29,Moyen,9,3,6.199999999999999,-2.8000000000000007,PLACE
2023-11-30,FORT,16,10,15.9,-0.09999999999999964,PLACE
2023-11-30,Moyen,7,4,8.1,1.0999999999999996,PLACE
2023-12-01,FORT,19,12,18.4,-0.6000000000000014,PLACE
2023-12-01,Moyen,14,4,7.0,-7.0,PLACE
2023-12-02,FORT,28,14,20.1,-7.899999999999999,PLACE
2023-12-02,Moyen,15,6,14.8,-0.1999999999999993,PLACE
2023-12-03,FORT,30,20,43.7,13.700000000000003,PLACE
2023-12-03,Moyen,28,10,22.9,-5.100000000000001,PLACE
2023-12-04,FORT,17,13,23.6,6.600000000000001,PLACE
2023-12-04,Moyen,16,7,18.0,2.0,PLACE
2023-12-05,FORT,16,12,19.2,3.1999999999999993,PLACE
2023-12-05,Moyen,17,7,13.2,-3.8000000000000007,PLACE
2023-12-06,FORT,12,8,11.0,-1.0,PLACE
2023-12-06,Moyen,11,4,6.9,-4.1,PLACE
2023-12-07,FORT,16,12,22.0,6.0,PLACE
2023-12-07,Moyen,9,5,8.600000000000001,-0.3999999999999986,PLACE
2023-12-08,FORT,19,14,23.2,4.199999999999999,PLACE
2023-12-08,Moyen,11,6,12.600000000000001,1.6000000000000014,PLACE
2023-12-09,FORT,35,25,40.0,5.0,PLACE
2023-12-09,Moyen,23,11,26.599999999999998,3.599999999999998,PLACE
2023-12-10,FORT,32,23,41.3,9.299999999999997,PLACE
2023-12-10,Moyen,20,9,23.4,3.3999999999999986,PLACE
2023-12-11,FORT,25,12,20.3,-4.699999999999999,PLACE
2023-12-11,Moyen,21,9,20.0,-1.0,PLACE
2023-12-12,FORT,19,15,22.7,3.6999999999999993,PLACE
2023-12-12,Moyen,12,7,13.4,1.4000000000000004,PLACE
2023-12-13,FORT,12,8,12.55,0.5500000000000007,PLACE
2023-12-13,Moyen,13,7,15.1,2.0999999999999996,PLACE
2023-12-14,FORT,23,16,26.0,3.0,PLACE
2023-12-14,Moyen,17,7,16.5,-0.5,PLACE
2023-12-15,FORT,18,13,22.3,4.300000000000001,PLACE
2023-12-15,Moyen,6,2,4.3,-1.7000000000000002,PLACE
2023-12-16,FORT,21,13,23.2,2.1999999999999993,PLACE
2023-12-16,Moyen,11,4,7.7,-3.3,PLACE
2023-12-17,FORT,29,23,39.55,10.549999999999997,PLACE
2023-12-17,Moyen,30,13,33.0,3.0,PLACE
2023-12-18,FORT,19,15,24.0,5.0,PLACE
2023-12-18,Moyen,12,7,16.8,4.800000000000001,PLACE
2023-12-19,FORT,19,12,19.5,0.5,PLACE
2023-12-19,Moyen,13,4,6.2,-6.8,PLACE
2023-12-20,FORT,17,13,20.0,3.0,PLACE
2023-12-20,Moyen,7,4,10.8,3.8000000000000007,PLACE
2023-12-21,FORT,15,13,21.7,6.699999999999999,PLACE
2023-12-21,Moyen,9,3,6.5,-2.5,PLACE
2023-12-22,FORT,15,11,17.6,2.6000000000000014,PLACE
2023-12-22,Moyen,9,4,9.1,0.09999999999999964,PLACE
2023-12-23,FORT,17,14,21.4,4.399999999999999,PLACE
2023-12-23,Moyen,8,4,9.3,1.3000000000000007,PLACE
2023-12-24,FORT,17,10,13.6,-3.4000000000000004,PLACE
2023-12-24,Moyen,1,1,2.1,1.1,PLACE
2023-12-25,FORT,14,10,14.4,0.40000000000000036,PLACE
2023-12-25,Moyen,1,0,0.0,-1.0,PLACE
2023-12-26,FORT,13,7,11.0,-2.0,PLACE
2023-12-26,Moyen,12,4,8.5,-3.5,PLACE
2023-12-27,FORT,17,13,20.8,3.8000000000000007,PLACE
2023-12-27,Moyen,15,10,19.5,4.5,PLACE
2023-12-28,FORT,17,14,20.2,3.1999999999999993,PLACE
2023-12-28,Moyen,7,5,9.3,2.3000000000000007,PLACE
2023-12-29,FORT,20,13,24.4,4.399999999999999,PLACE
2023-12-29,Moyen,11,5,11.600000000000001,0.6000000000000014,PLACE
2023-12-30,FORT,13,8,12.4,-0.5999999999999996,PLACE
2023-12-30,Moyen,13,7,17.4,4.399999999999999,PLACE
2023-12-31,FORT,10,7,10.6,0.5999999999999996,PLACE
2023-12-31,Moyen,8,3,6.8,-1.2000000000000002,PLACE
2024-01-01,FORT,10,9,14.4,4.4,PLACE
2024-01-01,Moyen,4,2,6.1,2.0999999999999996,PLACE
2024-01-02,FORT,18,15,23.7,5.699999999999999,PLACE
2024-01-02,Moyen,6,4,7.6,1.5999999999999996,PLACE
2024-01-03,FORT,13,7,10.6,-2.4000000000000004,PLACE
2024-01-03,Moyen,9,7,13.5,4.5,PLACE
2024-01-04,FORT,13,10,15.4,2.4000000000000004,PLACE
2024-01-04,Moyen,11,6,11.6,0.5999999999999996,PLACE
2024-01-05,FORT,22,20,30.0,8.0,PLACE
2024-01-05,Moyen,10,7,14.6,4.6,PLACE
2024-01-06,FORT,24,15,23.8,-0.1999999999999993,PLACE
2024-01-06,Moyen,18,10,23.0,5.0,PLACE
2024-01-07,FORT,16,14,22.3,6.300000000000001,PLACE
2024-01-07,Moyen,15,3,5.300000000000001,-9.7,PLACE
2024-01-08,FORT,17,17,25.0,8.0,PLACE
2024-01-08,Moyen,15,6,11.2,-3.8000000000000007,PLACE
2024-01-09,FORT,16,7,12.4,-3.5999999999999996,PLACE
2024-01-09,Moyen,16,10,21.9,5.899999999999999,PLACE
2024-01-10,FORT,13,11,17.1,4.100000000000001,PLACE
2024-01-10,Moyen,11,5,10.1,-0.9000000000000004,PLACE
2024-01-11,FORT,15,12,17.65,2.6499999999999986,PLACE
2024-01-11,Moyen,9,5,8.6,-0.40000000000000036,PLACE
2024-01-12,FORT,20,16,26.4,6.399999999999999,PLACE
2024-01-12,Moyen,12,7,11.4,-0.5999999999999996,PLACE
2024-01-13,FORT,18,11,18.2,0.1999999999999993,PLACE
2024-01-13,Moyen,14,8,15.15,1.1500000000000004,PLACE
2024-01-14,FORT,31,21,36.35,5.350000000000001,PLACE
2024-01-14,Moyen,16,10,20.7,4.699999999999999,PLACE
2024-01-15,FORT,13,12,17.6,4.600000000000001,PLACE
2024-01-15,Moyen,10,5,9.8,-0.1999999999999993,PLACE
2024-01-16,FORT,25,19,29.0,4.0,PLACE
2024-01-16,Moyen,5,4,11.899999999999999,6.899999999999999,PLACE
2024-01-17,FORT,18,14,19.8,1.8000000000000007,PLACE
2024-01-17,Moyen,6,2,3.9000000000000004,-2.0999999999999996,PLACE
2024-01-18,FORT,11,9,12.55,1.5500000000000007,PLACE
2024-01-18,Moyen,12,5,8.75,-3.25,PLACE
2024-01-19,FORT,22,15,21.45,-0.5500000000000007,PLACE
2024-01-19,Moyen,10,4,6.8,-3.2,PLACE
2024-01-20,FORT,21,17,25.150000000000002,4.150000000000002,PLACE
2024-01-20,Moyen,11,4,9.5,-1.5,PLACE
2024-01-21,FORT,28,19,29.2,1.1999999999999993,PLACE
2024-01-21,Moyen,27,10,31.3,4.300000000000001,PLACE
2024-01-22,FORT,18,16,24.2,6.199999999999999,PLACE
2024-01-22,Moyen,15,6,13.5,-1.5,PLACE
2024-01-23,FORT,19,12,17.9,-1.1000000000000014,PLACE
2024-01-23,Moyen,11,7,13.0,2.0,PLACE
2024-01-24,FORT,19,13,16.3,-2.6999999999999993,PLACE
2024-01-24,Moyen,13,6,16.7,3.6999999999999993,PLACE
2024-01-25,FORT,16,10,13.3,-2.6999999999999993,PLACE
2024-01-25,Moyen,9,4,7.2,-1.7999999999999998,PLACE
2024-01-26,FORT,25,17,24.1,-0.8999999999999986,PLACE
2024-01-26,Moyen,8,2,3.0999999999999996,-4.9,PLACE
2024-01-27,FORT,27,19,32.6,5.600000000000001,PLACE
2024-01-27,Moyen,19,9,15.6,-3.4000000000000004,PLACE
2024-01-28,FORT,20,15,23.0,3.0,PLACE
2024-01-28,Moyen,6,4,10.4,4.4,PLACE
2024-01-29,FORT,18,11,16.3,-1.6999999999999993,PLACE
2024-01-29,Moyen,6,5,9.4,3.4000000000000004,PLACE
2024-01-30,FORT,14,8,14.399999999999999,0.3999999999999986,PLACE
2024-01-30,Moyen,10,5,8.5,-1.5,PLACE
2024-01-31,FORT,16,15,23.0,7.0,PLACE
2024-01-31,Moyen,9,4,7.2,-1.7999999999999998,PLACE
2024-02-01,FORT,17,10,15.1,-1.9000000000000004,PLACE
2024-02-01,Moyen,7,4,8.7,1.6999999999999993,PLACE
2024-02-02,FORT,22,14,22.1,0.10000000000000142,PLACE
2024-02-02,Moyen,10,6,11.0,1.0,PLACE
2024-02-03,FORT,24,17,26.4,2.3999999999999986,PLACE
2024-02-03,Moyen,17,5,9.1,-7.9,PLACE
2024-02-04,FORT,28,20,33.55,5.549999999999997,PLACE
2024-02-04,Moyen,22,10,24.8,2.8000000000000007,PLACE
2024-02-05,FORT,15,11,15.5,0.5,PLACE
2024-02-05,Moyen,9,6,12.1,3.0999999999999996,PLACE
2024-02-06,FORT,16,11,22.4,6.399999999999999,PLACE
2024-02-06,Moyen,16,7,13.4,-2.5999999999999996,PLACE
2024-02-07,FORT,14,13,20.8,6.800000000000001,PLACE
2024-02-07,Moyen,11,4,8.2,-2.8000000000000007,PLACE
2024-02-08,FORT,19,14,19.1,0.10000000000000142,PLACE
2024-02-08,Moyen,4,3,5.1,1.0999999999999996,PLACE
2024-02-09,FORT,17,11,18.3,1.3000000000000007,PLACE
2024-02-09,Moyen,14,8,15.6,1.5999999999999996,PLACE
2024-02-10,FORT,29,20,30.2,1.1999999999999993,PLACE
2024-02-10,Moyen,3,2,5.3,2.3,PLACE
2024-02-11,FORT,33,24,44.5,11.5,PLACE
2024-02-11,Moyen,14,8,23.3,9.3,PLACE
2024-02-12,FORT,19,13,18.9,-0.10000000000000142,PLACE
2024-02-12,Moyen,5,2,3.9,-1.1,PLACE
2024-02-13,FORT,16,10,16.8,0.8000000000000007,PLACE
2024-02-13,Moyen,7,4,8.8,1.8000000000000007,PLACE
2024-02-14,FORT,20,17,27.7,7.699999999999999,PLACE
2024-02-14,Moyen,5,5,9.5,4.5,PLACE
2024-02-15,FORT,11,9,13.35,2.3499999999999996,PLACE
2024-02-15,Moyen,13,9,17.2,4.199999999999999,PLACE
2024-02-16,FORT,21,15,20.8,-0.1999999999999993,PLACE
2024-02-16,Moyen,10,6,12.1,2.0999999999999996,PLACE
2024-02-17,FORT,24,17,24.05,0.05000000000000071,PLACE
2024-02-17,Moyen,8,4,8.9,0.9000000000000004,PLACE
2024-02-18,FORT,31,16,31.9,0.8999999999999986,PLACE
2024-02-18,Moyen,17,8,20.6,3.6000000000000014,PLACE
2024-02-19,FORT,16,11,17.4,1.3999999999999986,PLACE
2024-02-19,Moyen,8,4,9.0,1.0,PLACE
2024-02-20,FORT,25,17,24.6,-0.3999999999999986,PLACE
2024-02-20,Moyen,6,2,4.4,-1.5999999999999996,PLACE
2024-02-21,FORT,15,12,17.35,2.3500000000000014,PLACE
2024-02-21,Moyen,10,5,8.5,-1.5,PLACE
2024-02-22,FORT,12,8,16.9,4.899999999999999,PLACE
2024-02-22,Moyen,12,5,10.7,-1.3000000000000007,PLACE
2024-02-23,FORT,21,16,24.85,3.8500000000000014,PLACE
2024-02-23,Moyen,10,2,5.4,-4.6,PLACE
2024-02-24,FORT,14,11,18.0,4.0,PLACE
2024-02-24,Moyen,15,9,20.900000000000002,5.900000000000002,PLACE
2024-02-25,FORT,42,30,55.9,13.899999999999999,PLACE
2024-02-25,Moyen,31,19,57.7,26.700000000000003,PLACE
2024-02-26,FORT,14,12,18.4,4.399999999999999,PLACE
2024-02-26,Moyen,9,7,13.2,4.199999999999999,PLACE
2024-02-27,FORT,15,12,17.8,2.8000000000000007,PLACE
2024-02-27,Moyen,9,5,9.0,0.0,PLACE
2024-02-28,FORT,16,14,20.4,4.399999999999999,PLACE
2024-02-28,Moyen,7,2,4.1,-2.9000000000000004,PLACE
2024-02-29,FORT,14,11,17.3,3.3000000000000007,PLACE
2024-02-29,Moyen,10,1,1.8,-8.2,PLACE
2024-03-01,FORT,17,13,19.4,2.3999999999999986,PLACE
2024-03-01,Moyen,7,5,10.5,3.5,PLACE
2024-03-02,FORT,32,22,31.8,-0.1999999999999993,PLACE
2024-03-02,Moyen,15,7,12.799999999999999,-2.200000000000001,PLACE
2024-03-03,FORT,32,21,36.0,4.0,PLACE
2024-03-03,Moyen,38,25,63.4,25.4,PLACE
2024-03-04,FORT,22,17,29.75,7.75,PLACE
2024-03-04,Moyen,9,6,12.9,3.9000000000000004,PLACE
2024-03-05,FORT,13,10,16.900000000000002,3.900000000000002,PLACE
2024-03-05,Moyen,12,8,15.8,3.8000000000000007,PLACE
2024-03-06,FORT,18,15,23.8,5.800000000000001,PLACE
2024-03-06,Moyen,6,3,5.6,-0.40000000000000036,PLACE
2024-03-07,FORT,16,13,19.9,3.8999999999999986,PLACE
2024-03-07,Moyen,8,4,8.6,0.5999999999999996,PLACE
2024-03-08,FORT,24,22,32.9,8.899999999999999,PLACE
2024-03-08,Moyen,9,5,9.9,0.9000000000000004,PLACE
2024-03-09,FORT,23,16,24.6,1.6000000000000014,PLACE
2024-03-09,Moyen,5,4,9.0,4.0,PLACE
2024-03-10,FORT,39,25,41.95,2.950000000000003,PLACE
2024-03-10,Moyen,21,11,26.4,5.399999999999999,PLACE
2024-03-11,FORT,17,15,22.7,5.699999999999999,PLACE
2024-03-11,Moyen,15,10,21.5,6.5,PLACE
2024-03-12,FORT,15,13,19.4,4.399999999999999,PLACE
2024-03-12,Moyen,9,3,4.5,-4.5,PLACE
2024-03-13,FORT,12,8,11.2,-0.8000000000000007,PLACE
2024-03-13,Moyen,4,3,4.7,0.7000000000000002,PLACE
2024-03-14,FORT,18,12,13.75,-4.25,PLACE
2024-03-14,Moyen,12,7,12.3,0.3000000000000007,PLACE
2024-03-15,FORT,28,21,31.85,3.8500000000000014,PLACE
2024-03-15,Moyen,14,9,17.1,3.1000000000000014,PLACE
2024-03-16,FORT,35,26,38.65,3.6499999999999986,PLACE
2024-03-16,Moyen,24,11,26.5,2.5,PLACE
2024-03-17,FORT,22,15,21.5,-0.5,PLACE
2024-03-17,Moyen,22,9,18.7,-3.3000000000000007,PLACE
2024-03-18,FORT,15,11,17.15,2.1499999999999986,PLACE
2024-03-18,Moyen,10,5,10.6,0.5999999999999996,PLACE
2024-03-19,FORT,14,8,12.2,-1.8000000000000007,PLACE
2024-03-19,Moyen,11,9,16.6,5.600000000000001,PLACE
2024-03-20,FORT,19,13,19.65,0.6499999999999986,PLACE
2024-03-20,Moyen,5,4,6.6,1.5999999999999996,PLACE
2024-03-21,FORT,17,15,20.6,3.6000000000000014,PLACE
2024-03-21,Moyen,7,4,6.3,-0.7000000000000002,PLACE
2024-03-22,FORT,19,16,25.45,6.449999999999999,PLACE
2024-03-22,Moyen,13,5,9.8,-3.1999999999999993,PLACE
2024-03-23,FORT,28,20,29.15,1.1499999999999986,PLACE
2024-03-23,Moyen,13,7,14.6,1.5999999999999996,PLACE
2024-03-24,FORT,38,28,41.0,3.0,PLACE
2024-03-24,Moyen,25,17,42.6,17.6,PLACE
2024-03-25,FORT,17,14,21.5,4.5,PLACE
2024-03-25,Moyen,14,7,16.6,2.6000000000000014,PLACE
2024-03-26,FORT,17,13,20.5,3.5,PLACE
2024-03-26,Moyen,7,4,6.7,-0.2999999999999998,PLACE
2024-03-27,FORT,16,12,18.2,2.1999999999999993,PLACE
2024-03-27,Moyen,8,6,15.1,7.1,PLACE
2024-03-28,FORT,12,10,15.9,3.9000000000000004,PLACE
2024-03-28,Moyen,13,8,16.9,3.8999999999999986,PLACE
2024-03-29,FORT,21,15,23.3,2.3000000000000007,PLACE
2024-03-29,Moyen,11,4,8.4,-2.5999999999999996,PLACE
2024-03-30,FORT,15,11,22.8,7.800000000000001,PLACE
2024-03-30,Moyen,10,3,6.1,-3.9000000000000004,PLACE
2024-03-31,FORT,40,21,38.7,-1.2999999999999972,PLACE
2024-03-31,Moyen,37,18,43.7,6.700000000000003,PLACE
2024-04-01,FORT,53,41,66.2,13.200000000000003,PLACE
2024-04-01,Moyen,19,13,42.6,23.6,PLACE
2024-04-02,FORT,16,12,17.6,1.6000000000000014,PLACE
2024-04-02,Moyen,8,4,6.9,-1.0999999999999996,PLACE
2024-04-03,FORT,17,10,13.7,-3.3000000000000007,PLACE
2024-04-03,Moyen,6,2,3.5,-2.5,PLACE
2024-04-04,FORT,16,12,19.4,3.3999999999999986,PLACE
2024-04-04,Moyen,9,5,11.0,2.0,PLACE
2024-04-05,FORT,20,14,19.35,-0.6499999999999986,PLACE
2024-04-05,Moyen,12,6,10.9,-1.0999999999999996,PLACE
2024-04-06,FORT,40,27,45.9,5.899999999999999,PLACE
2024-04-06,Moyen,13,7,15.5,2.5,PLACE
2024-04-07,FORT,36,26,47.15,11.149999999999999,PLACE
2024-04-07,Moyen,31,18,44.0,13.0,PLACE
2024-04-08,FORT,27,21,30.5,3.5,PLACE
2024-04-08,Moyen,12,7,15.1,3.0999999999999996,PLACE
2024-04-09,FORT,15,8,11.6,-3.4000000000000004,PLACE
2024-04-09,Moyen,11,6,12.1,1.0999999999999996,PLACE
2024-04-10,FORT,12,9,13.5,1.5,PLACE
2024-04-10,Moyen,13,7,14.4,1.4000000000000004,PLACE
2024-04-11,FORT,14,10,16.0,2.0,PLACE
2024-04-11,Moyen,9,4,6.7,-2.3,PLACE
2024-04-12,FORT,23,18,25.7,2.6999999999999993,PLACE
2024-04-12,Moyen,10,4,7.8999999999999995,-2.1000000000000005,PLACE
2024-04-13,FORT,23,13,20.9,-2.1000000000000014,PLACE
2024-04-13,Moyen,17,2,4.2,-12.8,PLACE
2024-04-14,FORT,42,27,51.4,9.399999999999999,PLACE
2024-04-14,Moyen,33,12,29.6,-3.3999999999999986,PLACE
2024-04-15,FORT,24,14,35.7,11.700000000000003,PLACE
2024-04-15,Moyen,16,8,17.4,1.3999999999999986,PLACE
2024-04-16,FORT,16,11,16.0,0.0,PLACE
2024-04-16,Moyen,8,1,2.4,-5.6,PLACE
2024-04-17,FORT,24,16,24.7,0.6999999999999993,PLACE
2024-04-17,Moyen,7,5,9.6,2.5999999999999996,PLACE
2024-04-18,FORT,17,11,18.8,1.8000000000000007,PLACE
2024-04-18,Moyen,16,7,12.899999999999999,-3.1000000000000014,PLACE
2024-04-19,FORT,26,22,32.7,6.700000000000003,PLACE
2024-04-19,Moyen,16,7,13.9,-2.0999999999999996,PLACE
2024-04-20,FORT,22,17,26.05,4.050000000000001,PLACE
2024-04-20,Moyen,13,9,15.2,2.1999999999999993,PLACE
2024-04-21,FORT,41,30,49.8,8.799999999999997,PLACE
2024-04-21,Moyen,25,16,37.3,12.299999999999997,PLACE
2024-04-22,FORT,16,9,10.25,-5.75,PLACE
2024-04-22,Moyen,10,6,10.9,0.9000000000000004,PLACE
2024-04-23,FORT,13,9,12.8,-0.1999999999999993,PLACE
2024-04-23,Moyen,11,4,8.1,-2.9000000000000004,PLACE
2024-04-24,FORT,18,15,21.2,3.1999999999999993,PLACE
2024-04-24,Moyen,5,2,3.5,-1.5,PLACE
2024-04-25,FORT,21,16,24.55,3.5500000000000007,PLACE
2024-04-25,Moyen,13,11,24.1,11.100000000000001,PLACE
2024-04-26,FORT,24,14,24.5,0.5,PLACE
2024-04-26,Moyen,8,2,11.600000000000001,3.6000000000000014,PLACE
2024-04-27,FORT,18,10,17.2,-0.8000000000000007,PLACE
2024-04-27,Moyen,14,10,20.1,6.100000000000001,PLACE
2024-04-28,FORT,16,11,18.1,2.1000000000000014,PLACE
2024-04-28,Moyen,21,8,19.9,-1.1000000000000014,PLACE
2024-04-29,FORT,20,15,26.7,6.699999999999999,PLACE
2024-04-29,Moyen,11,5,9.5,-1.5,PLACE
2024-04-30,FORT,15,11,18.5,3.5,PLACE
2024-04-30,Moyen,9,6,12.5,3.5,PLACE
2024-05-01,FORT,48,32,61.2,13.200000000000003,PLACE
2024-05-01,Moyen,21,9,21.1,0.10000000000000142,PLACE
2024-05-02,FORT,17,10,17.9,0.8999999999999986,PLACE
2024-05-02,Moyen,15,6,15.1,0.09999999999999964,PLACE
2024-05-03,FORT,27,20,31.3,4.300000000000001,PLACE
2024-05-03,Moyen,14,5,10.700000000000001,-3.299999999999999,PLACE
2024-05-04,FORT,31,20,34.8,3.799999999999997,PLACE
2024-05-04,Moyen,18,9,20.7,2.6999999999999993,PLACE
2024-05-05,FORT,36,31,55.75,19.75,PLACE
2024-05-05,Moyen,14,8,20.1,6.100000000000001,PLACE
2024-05-06,FORT,23,20,30.2,7.199999999999999,PLACE
2024-05-06,Moyen,9,6,11.7,2.6999999999999993,PLACE
2024-05-07,FORT,15,12,17.0,2.0,PLACE
2024-05-07,Moyen,9,4,7.7,-1.2999999999999998,PLACE
2024-05-08,FORT,38,31,56.15,18.15,PLACE
2024-05-08,Moyen,20,11,24.1,4.100000000000001,PLACE
2024-05-09,FORT,35,24,33.5,-1.5,PLACE
2024-05-09,Moyen,15,5,7.5,-7.5,PLACE
2024-05-10,FORT,30,20,31.5,1.5,PLACE
2024-05-10,Moyen,12,8,15.1,3.0999999999999996,PLACE
2024-05-11,FORT,26,21,33.4,7.399999999999999,PLACE
2024-05-11,Moyen,6,3,5.6,-0.40000000000000036,PLACE
2024-05-12,FORT,31,21,33.2,2.200000000000003,PLACE
2024-05-12,Moyen,17,5,11.1,-5.9,PLACE
2024-05-13,FORT,27,21,31.5,4.5,PLACE
2024-05-13,Moyen,12,7,12.2,0.1999999999999993,PLACE
2024-05-14,FORT,19,13,19.5,0.5,PLACE
2024-05-14,Moyen,5,3,4.9,-0.09999999999999964,PLACE
2024-05-15,FORT,13,7,9.6,-3.4000000000000004,PLACE
2024-05-15,Moyen,10,3,5.3,-4.7,PLACE
2024-05-16,FORT,16,10,17.1,1.1000000000000014,PLACE
2024-05-16,Moyen,16,8,16.7,0.6999999999999993,PLACE
2024-05-17,FORT,33,25,44.1,11.100000000000001,PLACE
2024-05-17,Moyen,17,11,26.2,9.2,PLACE
2024-05-18,FORT,21,14,22.15,1.1499999999999986,PLACE
2024-05-18,Moyen,10,2,4.5,-5.5,PLACE
2024-05-19,FORT,20,10,16.1,-3.8999999999999986,PLACE
2024-05-19,Moyen,17,9,21.5,4.5,PLACE
2024-05-20,FORT,38,21,33.7,-4.299999999999997,PLACE
2024-05-20,Moyen,19,10,24.3,5.300000000000001,PLACE
2024-05-21,FORT,20,12,19.1,-0.8999999999999986,PLACE
2024-05-21,Moyen,12,3,6.5,-5.5,PLACE
2024-05-22,FORT,12,6,10.1,-1.9000000000000004,PLACE
2024-05-22,Moyen,11,5,8.0,-3.0,PLACE
2024-05-23,FORT,21,13,21.5,0.5,PLACE
2024-05-23,Moyen,10,5,12.7,2.6999999999999993,PLACE
2024-05-24,FORT,14,11,15.8,1.8000000000000007,PLACE
2024-05-24,Moyen,19,9,21.1,2.1000000000000014,PLACE
2024-05-25,FORT,34,20,32.7,-1.2999999999999972,PLACE
2024-05-25,Moyen,18,8,18.900000000000002,0.9000000000000021,PLACE
2024-05-26,FORT,34,25,44.2,10.200000000000003,PLACE
2024-05-26,Moyen,19,8,14.7,-4.300000000000001,PLACE
2024-05-27,FORT,21,17,27.4,6.399999999999999,PLACE
2024-05-27,Moyen,11,4,6.9,-4.1,PLACE
2024-05-28,FORT,18,17,27.6,9.600000000000001,PLACE
2024-05-28,Moyen,6,2,3.4000000000000004,-2.5999999999999996,PLACE
2024-05-29,FORT,22,15,23.9,1.8999999999999986,PLACE
2024-05-29,Moyen,10,8,15.200000000000001,5.200000000000001,PLACE
2024-05-30,FORT,23,20,29.4,6.399999999999999,PLACE
2024-05-30,Moyen,9,4,6.5,-2.5,PLACE
2024-05-31,FORT,28,21,34.5,6.5,PLACE
2024-05-31,Moyen,13,7,24.7,11.7,PLACE
2024-06-01,FORT,21,13,21.6,0.6000000000000014,PLACE
2024-06-01,Moyen,19,12,29.4,10.399999999999999,PLACE
2024-06-02,FORT,31,23,40.8,9.799999999999997,PLACE
2024-06-02,Moyen,12,7,12.0,0.0,PLACE
2024-06-03,FORT,29,22,33.3,4.299999999999997,PLACE
2024-06-03,Moyen,9,1,2.2,-6.8,PLACE
2024-06-04,FORT,19,14,19.1,0.10000000000000142,PLACE
2024-06-04,Moyen,5,2,3.7,-1.2999999999999998,PLACE
2024-06-05,FORT,15,12,16.75,1.75,PLACE
2024-06-05,Moyen,6,1,1.4,-4.6,PLACE
2024-06-06,FORT,19,9,12.2,-6.800000000000001,PLACE
2024-06-06,Moyen,12,5,10.1,-1.9000000000000004,PLACE
